Date,Text,Text Normalization,Label_Bert,Encoded_Label
04/2024,"Point coffee, fore, tuku",point coffee coffee fore tuku,positive,2
03/2024,"Aku lagi suka sama chocolatenya fore, enaaaa",suka chocolatenya fore enak,positive,2
05/2024,Aku tim fore,tim fore,neutral,1
05/2024,FORE AJALAH GILA,fore ajalah gila,negative,0
04/2024,"pilih fore, kedua point. Kulo udah lupa rasanya udah tutup ditempatkuuu",pilih fore point coffee kulo lupa tutup ditempatkuuu,negative,0
05/2024,"tomoro, couvee, 28, fore luv syekalii",tomoro couvee 28 fore luv syekalii,neutral,1
02/2024,"Point: matcha frappe/iced, palm sugar latte, caramel macchiato Tomoro: belum nemu yg ok di lidah Fore: butterscotch sea salt, buttercream tiramisu, caramel praline Haus: jarang beli, manis bet wlpn udh dikurangin gulanya Es teh: chizu avo. Semuanya less/half sugar",point coffee matcha frappeiced palm gula latte caramel macchiato tomoro nemu ok lidah fore butterscotch sea salt buttercream tiramisu caramel praline haus jarang beli manis banget wlpn udah dikurangin gulanya es kakak perempuan chizu avo lesshalf gula,positive,2
04/2024,aku juga gt sakit kepala malah minum kopi huhu coba fore classic latte less sugar / been spot latte / kopken latte juga oke,sakit kepala minum kopi huhu coba fore classic latte gula been spot latte kopi kenangan latte oke,positive,2
05/2024,"tuku kopi strong enak dan thick, kalau agak light tp ttp enak fore/kopken",tuku kopi strong enak thick agak terang enak forekopken,positive,2
05/2024,"Sering, ini pas lagi di fore",pas fore,positive,2
01/2024,Kalo aku as matcha lovers sih g suka walau diganti oatmilk tetep kurang bagi lidah ku. Lebih enakan fore/kopken/point/lawson.,as matcha lovers sih suka diganti oatmilk tetep lidah ku enakan forekopkenpointlawson,positive,2
11/2024,"Aku paling suka beli matcha point coffee, tomoro, fore, sama terakhir itu family mart",suka beli matcha point coffee coffee tomoro fore family mart,positive,2
04/2024,"Strong janjiw, mild fore",strong janjiw mild fore,negative,0
04/2024,kopi kenangan kalo lagi stres fore kalo lagi happy,kopi kenangan stres fore bahagia,negative,0
06/2024,"Fore lah, tomoro mnrt gw kureng.",fore tomoro mnrt kureng,negative,0
04/2024,Fore tomoro masih urutan teratas,fore tomoro urutan teratas,neutral,1
04/2024,"tuku, fore deh",tuku fore deh,negative,0
04/2024,tuku fore tomoro,tuku fore tomoro,positive,2
05/2024,"kalo mau ngirit ya tomoro, kalo lagi KAYA ya fore",ngirit iya tomoro kaya iya fore,negative,0
04/2024,"Emang enak fore sama point, kalo mau buat sendiri bisa pake tematik green tea tong ji pake susu greenfield",enak fore point coffee pakai tematik green tea tong ji pakai susu greenfield,positive,2
04/2024,Tuku fore,tuku fore,negative,0
04/2024,"Tuku, fore, point, tomoro",tuku fore point coffee tomoro,negative,0
04/2024,Fore esspresonya mantab,fore esspresonya mantab,positive,2
04/2024,1. Fore 2. Point Coffe 3. Janjiw 4. Belikopi,1 fore 2 point coffee coffe 3 janjiw 4 belikopi,negative,0
07/2024,"sushi tei, fore bisa dpt free drink kalau kamu ada aplikasinya",sushi tei fore free drink aplikasinya,neutral,1
05/2024,"fore, kopken, point pengen nyobain tuku tapi di domku gaada:(",fore kopi kenangan point coffee pengen nyobain tuku domku uang,positive,2
08/2024,"Fore aku gak sanggup sama yg mengandung creamer atau apapun yg campuran susunya, malah gak enak dilambung, cocok americano sama coklatnya aja terbaik sih sejauh ini",fore gak sanggup mengandung creamer apapun campuran susunya gak enak dilambung cocok americano coklatnya terbaik sih,positive,2
09/2024,"fore, kopi oz, kopi pablo, kopi rasa",fore kopi oz kopi pablo kopi,positive,2
09/2024,Fore pandan geng,fore pandan geng,positive,2
04/2024,"Lokale (ini kalo temen balik ketapang baru jastip), fore sama couvee (gatau knp gaada di jkt)",lokale teman ketapang jastip fore couvee gatau uang jakarta,neutral,1
09/2024,kalo ke fore selama ini selalu beli kopi,fore beli kopi,positive,2
04/2024,Fore sama point oke sih,fore point coffee oke sih,negative,0
05/2024,"Sini kaaa, aku langganan fore",kaaa langganan fore,neutral,1
05/2024,"tuku, fore, jokopi",tuku fore jokopi,neutral,1
04/2024,Fore sih yg coco di aku. Yg lainnya kdg bikin degdegan kl abis minum nya,fore sih coco kdg bikin degdegan habis minum nya,positive,2
02/2024,"Tomoro : oatside latte, aren latte, coconut nya lumayan laah Fore : butterscoth sea salt sm aren latte paling enakk!!<3 Lainnya itu ga rekomen-in krn based nya susu blend yg muaaaaanis pol;(",tomoro oatside latte aren latte coconut nya lumayan laah fore butterscoth sea salt aren latte enakk3 rekomenin based nya susu blend muaaaaanis pol,positive,2
04/2024,"Fore (butterscotch sea salt latte, coconut latte) kopken (kopken mantan less sugar) point coffe (kopi nya enak tp lupa variant nya + matcha latte nya juara)",fore butterscotch sea salt latte coconut latte kopi kenangan kopi kenangan gula point coffee coffe kopi nya enak lupa variant nya matcha latte nya juara,positive,2
05/2024,Aku tim kopken karna fore bikin kembung sih di aku,tim kopi kenangan fore bikin kembung sih,positive,2
12/2024,"aku juga misal hari ini aku beliin dia fore, besok dia beliin aku susu jahe",belikan fore besok belikan susu jahe,neutral,1
04/2024,"Kopken, fami cafe, sm tomoro, sebenernya fore enak tp mahal jd eman eman",kopi kenangan fami cafe tomoro sebenernya fore enak mahal eman eman,positive,2
07/2024,"fore, dimana mana rasanya sama... fm beda toko beda rasa);",fore fm beda toko beda,negative,0
04/2024,FORE TUKU DAN POINT CAFEEE,fore tuku point coffee cafeee,positive,2
04/2024,"awww maaaciiii, next mau nyoba fore",a nyoba fore,positive,2
04/2024,1. Tuku 2. Fore 3. Point,1 tuku 2 fore 3 point coffee,negative,0
05/2024,"Fore enak, tp bikin anxiety di gue, tapi tetep aja minum Fore",fore enak bikin anxiety tetep minum fore,positive,2
04/2024,"tuku, janjiw, fore, point coffe",tuku janjiw fore point coffee coffe,neutral,1
03/2024,"aaa fore enak bgtt aku suka, tapi langsung kembung pusing lemesss nya dapet bgt",aaa fore enak bgtt suka kembung pusing lemesss nya banget,positive,2
04/2024,"imo 1. fore, 2. point, 3. tuku",imo 1 fore 2 point coffee 3 tuku,negative,0
05/2024,Lebih suka kopken dari pada fore,suka kopi kenangan fore,positive,2
06/2024,penah nyobain tomoro di kayutangan malang tp kok mnurutku biasa aja ya. Malah masih mendingan fore atau point coffee,penah nyobain tomoro kayutangan malang mnurutku iya mendingan fore point coffee coffee,negative,0
02/2024,- Point coffee : cookies n cream - Tomoro : matcha latte - Fore : belum pernah - Haus : matcha - Es.Teh Indonesia : belum pernah,point coffee coffee cookies cream tomoro matcha latte fore haus matcha esteh indonesia,positive,2
04/2024,"Top List Perkopian Saya tapi gak head to head sih 1. Djournal, Double Shaken Espresso (Pahitnya dapet, Rasanya) 2. Fore, Berry Manuka Americano (Pahit seger asem) 3. Kopken, Ice Americano (Enak gk boong) 4. Kopi tuku, (Kopsus terdebest) 5. Semua Kopi V60 pake biji Puntang",top list perkopian gak head to head sih 1 djournal double shaken espresso pahitnya 2 fore berry manuka americano pahit seger asam 3 kopi kenangan ice americano enak gk boong 4 kopi tuku kopsus terdebest 5 kopi v60 pakai biji puntang,positive,2
01/2024,"nescafe classic, klo mau di coffee shop, americano nya fore deh itu strong",nescafe classic coffee shop americano nya fore deh strong,positive,2
04/2024,Mb fore tu enak bngttttt,mb fore tu enak bngttttt,positive,2
12/2024,Akun fore gue pake nama jake sama yeonjun,akun fore pakai nama jake yeonjun,neutral,1
05/2024,Wkwk sama lagi kak. Aku suka sama kopi tergantung bikin perut kembung atau gak tapi tetep siihh point coffee & Fore andalanku krna paling ramah dilambungku. soalnya di domku ga ada Tuku jd gatau rasanya gmna,wkwk kak suka kopi tergantung bikin perut kembung gak tetep siihh point coffee coffee fore andalanku krna ramah dilambungku domku tuku gatau gmna,positive,2
06/2024,pas pulang dan sepedaan kaget ada fore di Cilacap. tapi kemarin belum sempat nyoba karena balik lagi ke perantauan,pas pulang sepedaan kaget fore cilacap nyoba perantauan,positive,2
05/2024,janjiw fore point coffe,janjiw fore point coffee coffe,neutral,1
04/2024,% Point Fore Tuku,point coffee fore tuku,negative,0
11/2024,"fore & feel matcha, pernah nyobain tomorrow mayan si enak jugaaa",fore feel matcha nyobain tomorrow mayan si enak jugaaa,positive,2
06/2024,"Mau nnya dong,btw fore bisa bayar pake cash ga ya?",nnya dongbtw fore bayar pakai cash iya,neutral,1
04/2024,"Klo soal rasa cocok sama Point dan Fore. Tapi klo cari yg setronk, dr merek2 diatas ga ada yg cukup setronk buat gw. Cuma kopi lokal asal Lampung-Bengkulu-Babel yg bisa bikin gw diantara 2 dunia.",cocok point coffee fore cari setronk dr merek2 diatas setronk kopi lokal lampungbengkulubabel bikin 2 dunia,positive,2
02/2024,Keju Batagor Teh Ga dua²nya lebih suka fore Cilok Blackforest Ga dua²nya suka mie instant Sate kambing Ice cream Melon Seblak Salad buah Bayam,keju batagor kakak perempuan duanya suka fore cilok blackforest duanya suka mie instant sate kambing ice cream melon seblak salad buah bayam,positive,2
06/2024,Fore sih kalo aku,fore sih,negative,0
04/2024,"matcha fore coba deh, lbh enak lg",matcha fore coba deh lbh enak,positive,2
04/2024,tuku & fore,tuku fore,positive,2
02/2024,"- point coffe : Matcha Frappe - Tomoro : Tomoro Coconut Latte - Fore : Pandan Latte - Haus : lupa krn cuma 1x beli - es teh : Teh Nusantara, yg pake berry juga enak",point coffee coffe matcha frappe tomoro tomoro coconut latte fore pandan latte haus lupa 1x beli es kakak perempuan kakak perempuan nusantara pakai berry enak,positive,2
03/2024,hari hari fore,fore,negative,0
05/2024,fore nderr soalnya mihil dan pelit diskon aslinya,fore nderr mihil pelit diskon aslinya,negative,0
11/2024,"tomoro, fore, sm point matchanya enak semuaaa",tomoro fore point coffee matchanya enak semuaaa,positive,2
04/2024,"aren latte beneran enakk bangettt, kalai ga mau kopi itu matchanya fore juga enak",aren latte beneran enakk bangettt kalai kopi matchanya fore enak,positive,2
07/2024,"Klo aku pgn yg ada manisnya pst point tpi half sugar atau no sugar tpi enakan tomoro, klo mau cup yg gede ya kopken, matchanya fore jg enak",manisnya point coffee half gula gula enakan tomoro cup gede iya kopi kenangan matchanya fore enak,positive,2
04/2024,"dari segi harga & rasa, konsistensi rasa : kopken fore suka jg tapi lebih mahal nako lumayan enak soe, kulo, janji jiwa, famima ga suka tuku terlalu light dan dominan susu aja point malah blm nyoba arabica blm krn mahal",segi harga konsistensi kopi kenangan fore suka mahal nako lumayan enak soe kulo janji jiwa famima suka tuku terang dominan susu point coffee nyoba arabica mahal,positive,2
04/2024,"buttercream latte, irish latte, aku suka latte, ice blended caramel, non coffe choco almond dan dark chocolate, di tempatku belum ada Fore huhu jadi kalo keluar kota selalu beli Fore!",buttercream latte irish latte suka latte ice blended caramel non coffe choco almond dark chocolate tempatku fore huhu keluar kota beli fore,positive,2
08/2024,"caramel praline, nutty oat, butterschot enaakkk tp minta less sugar yaa.. liatt ak beli fore harga brpp wakak",caramel praline nutty oat butterschot enaakkk gula yaa liatt beli fore harga brpp wakak,positive,2
05/2024,cobain aja nder fore.. biar bisa dibandinginn yehee,cobain fore biar dibandinginn yehee,negative,0
04/2024,"fore, point coffee, tuku, kopken. btw yg persenan itu enak ga si?",fore point coffee coffee tuku kopi kenangan ngomong-ngomong persenan enak si,positive,2
04/2024,Ini setuju bangetttt 1. Tuku 2. Fore apalagi yang butterscoth seasalt 3. Tomoro oat latte (terbest bangetttt 1000/10) 4. Point 5. Kopken (matcha espresso 1000/10),setuju bangetttt 1 tuku 2 fore butterscoth seasalt 3 tomoro oat latte terbest bangetttt 100010 4 point coffee 5 kopi kenangan matcha espresso 100010,positive,2
06/2024,"Kalo menurut gw karna si fore itu nerima orderannya dari 3 arah offline iya, online gofood grabfood, shopeefood iya, di apk forenya juga iya jadi wajar si kalo ngantri begitu apa lagi kalo lg weekend kalo gak lg ada event di area tenant forenya pastinya ngantrinya luama bisa 1jam",si fore nerima orderannya 3 arah offline iya online gofood grabfood shopeefood iya apk forenya iya wajar si mengantri weekend gak event area tenant forenya pastinya ngantrinya luama 1jam,positive,2
04/2024,"Tomoro, fore sih",tomoro fore sih,negative,0
12/2024,"Calf, fore, tuku",calf fore tuku,negative,0
06/2024,"akuuu, tapi beneran kopi nya fore se setrong woman itu",akuuu beneran kopi nya fore setrong woman,positive,2
04/2024,almond choco nya fore yg nagihin itu,almond choco nya fore nagihin,positive,2
05/2024,"Ada namanya Calf, itu enak bangettt jadi urutannya 1. Fore 2. Calf 3. Blm nemu",namanya calf enak bangettt urutannya 1 fore 2 calf 3 nemu,positive,2
06/2024,Matcha angetnya fore enak banget lagi,matcha angetnya fore enak banget,positive,2
04/2024,"Baru nyoba calf dan langsung jatuh cinta. Next fore, tomoro/tuku/point. Kalo di kantor ada aguna (premiumnya di bawah tangga).",nyoba calf jatuh cinta fore tomorotukupoint kantor aguna premiumnya tangga,positive,2
05/2024,Kata gue pandan latte fore siii kek gila enak bet,pandan latte fore siii gila enak banget,positive,2
04/2024,Urutan coffee terbaik menurut gw: 1. Kopi Tuku 2. SAGA Coffee 3. Point Coffee 4. Kedai Kopi Kulo 5. Tomoro Coffee 6. Kopi Kenangan 7. Kopi Fore,urutan coffee terbaik 1 kopi tuku 2 saga coffee 3 point coffee coffee 4 kedai kopi kulo 5 tomoro coffee 6 kopi kenangan 7 kopi fore,positive,2
06/2024,"Kopken, point atau fore kalo akuuu Kalo yg sasetan gitu kapal api",kopi kenangan point coffee fore akuuu sasetan kapal api,positive,2
05/2024,so far cuma tuku sama fore sih,so far tuku fore sih,negative,0
11/2024,mending kenangan kalo ga fore atau tuku,kenangan fore tuku,positive,2
12/2024,kemaren pesan spanish latte trus less espresso enak kokk ga strong bgt buat gw yg pecinta fore,pesan spanish latte espresso enak kokk strong banget pecinta fore,positive,2
05/2024,Sorry oot tapi ada yg pernah coba kopi nya alfamart gk?? Itu enak gk ya pengen fore tapi males gofood wkwk kalau kopi nya ck sama point coffe aku udah nyoba tapi kalau alfa belum,maaf out of topic coba kopi nya alfamart gk enak gk iya pengen fore males gofood wkwk kopi nya ck point coffee coffe nyoba alfa,negative,0
04/2024,"fore fixx no debattt, buttercreamnya enak bangettt",fore fixx debattt buttercreamnya enak bangettt,positive,2
04/2024,Menurut gua kopken dan fore. Kopsus gula aren merekaa enakk balance ajaa gitu dan dari mereka punya ciri khas nyaa sendiri,kopi kenangan fore kopsus gula aren merekaa enakk balance ajaa ciri khas nyaa,positive,2
02/2024,Loh semua kofisyop itu punya menu non coffee di fore jg banyak yg non coffee ga cuma yg junior,loh kofisyop menu non coffee fore non coffee junior,negative,0
02/2024,"tempatnya enakk pliss pw bangett, tapi buat kopi nya gaa dulu 6/10 tapi kalo buat minuman non coffee kayaknyaa enakk, kataa temenku amann. in my opinion, buat pecinta kopi mending ke fore ajaa",tempatnya enakk tolonglah posisi nyaman bangett kopi nya gaa 610 minuman non coffee kayaknyaa enakk kataa temenku amann in my opinion pecinta kopi fore ajaa,positive,2
07/2024,"Imo fore large (yg pake topping) ga worth it. Ukuran toppingnya setara reguler, mending beli 2 reg",imo fore large pakai topping worth it ukuran toppingnya setara reguler beli 2 register,negative,0
06/2024,"Point coffe, fore, tomoro jg suka si",point coffee coffe fore tomoro suka si,positive,2
09/2024,"kalo lagi mau yg creamy beli Fore kalo mau yg biasa aja Point, Kenangan, atau Tomoro",creamy beli fore point coffee kenangan tomoro,positive,2
04/2024,"tuku, point, fore",tuku point coffee fore,negative,0
02/2024,Blm pernah nyoba ngopi di Fore. .. kesian deh gw,nyoba ngopi fore kasihan deh,negative,0
06/2024,"enak bgt menurutku, ga semanis punya k0pken trs ga ada rasa serbuk alus matchanya gt…yg di fore tuh lumayan thick, pait dikit aftertastenya tapi ENAKKKK",enak banget menurutku semanis k0pken serbuk alus matchanya gtyg fore tuh lumayan thick pait dikit aftertastenya enakkkk,positive,2
04/2024,teruntuk fore toloooong bukalah di lombok,teruntuk fore toloooong bukalah lombok,neutral,1
10/2024,ih ak smlm ke fore cup nya masi yg biasa huh,ih smlm fore cup nya masi huh,negative,0
11/2024,"matchabae, fore jg enak, kopken",matchabae fore enak kopi kenangan,positive,2
06/2024,janjiw kopsu senja - fore butterscotch sea salt,janjiw kopsu senja fore butterscotch sea salt,neutral,1
06/2024,plisss fore buka di aceh plisss,plisss fore buka aceh plisss,neutral,1
05/2024,"Anomali-Revolver-Fore, tuku gak ada di bali",anomalirevolverfore tuku gak bali,negative,0
03/2024,Senangnya bisa dapet kopi gratis dari fore,senangnya kopi gratis fore,positive,2
04/2024,"Tuku, janjiw, fore",tuku janjiw fore,neutral,1
05/2024,Fore emang seenak itu,fore seenak,positive,2
12/2024,"Buttercream latte, kalo mau non coffee adaaa darkchoco+seasalt cream, atau ga fore junior yg choco caramel cloud atauuu jugaaaaaa peach americano hahahahah bnyak tapi urutannya biasanya aku gini kalo bosen butterscotch",buttercream latte non coffee adaaa darkchocoseasalt cream fore junior choco caramel cloud atauuu jugaaaaaa peach americano hahahahah bnyak urutannya gini bosen butterscotch,positive,2
