Date,Text,Text Normalization,Sentimen
04/2024,"milk teanya tlj tapi tetep enakan thai teanya, milk tea paling enak menurutku punya kopken udah",milk teanya tlj tetep enakan thai teanya milk tea enak menurutku kopi kenangan,positive
04/2024,Kalo ke kopken selalu beli kopi kenangan mantan,kopi kenangan beli kopi kenangan,positive
04/2024,gaada di pilihan tp aku suka bgt kopken,uang pilihan suka banget kopi kenangan,positive
04/2024,"Dumdum, kopi kenangan",dumdum kopi kenangan,positive
04/2024,"Enaak, tpi menurut lidahku masih agak kemanisan. Thai tea kopken juga enak",enaak lidahku agak kemanisan thai tea kopi kenangan enak,positive
04/2024,Punya kopken sama TLJ tea nya lumayan strong,kopi kenangan tlj tea nya lumayan strong,positive
04/2024,"kopi kenangan, dumdum.",kopi kenangan dumdum,positive
04/2024,"Thai tea nya solaria enakk bgt jadi favorit acuuuu, thai tea kopken lumayan, thai teanya gacoan juga lumayan",thai tea nya solaria enakk banget favorit acuuuu thai tea kopi kenangan lumayan thai teanya gacoan lumayan,positive
04/2024,Fremilt Kopken Es teh Indonesia Gacoan Enak semuaaaa harganya manuasiawi wkwkkw,fremilt kopi kenangan es kakak perempuan indonesia gacoan enak semuaaaa harganya manuasiawi tertawa,positive
04/2024,"thai tea dumdum, solaria & kopken juga enak!",thai tea dumdum solaria kopi kenangan enak,positive
04/2024,Dunkin jg enak..boikot tp ga tuh? Hee...di Bdg paling enak di TSM di Suki Time namanya My Cha..kl menurutku krn rasanya konsisten..tiap beli pas..Kopken jg mayan masi jreng tehnyaaa,dunkin enakboikot tuh heedi bandung enak tsm suki time namanya my chakl menurutku konsistentiap beli paskopken mayan masi jreng tehnyaaa,positive
04/2024,"KAK SAMA BANGETT, i lop matcha kopken bangeet",kak bangett i lop matcha kopi kenangan bangeet,positive
04/2024,"kenangan mantan (kopken), eskopi susu jawara (eskopi)",kenangan kopi kenangan eskopi susu jawara eskopi,neutral
04/2024,"Itu butuh istirahat tapi kalo masih kuat pesen gofood bisa pesen kopken kopi kenangan mantan, biar gak pusing lagi karena inget mantan kayak dakjal",butuh istirahat kuat pesen gofood pesen kopi kenangan kopi kenangan biar gak pusing inget kayak dakjal,positive
04/2024,aku juga gt sakit kepala malah minum kopi huhu coba fore classic latte less sugar / been spot latte / kopken latte juga oke,sakit kepala minum kopi huhu coba fore classic latte gula been spot latte kopi kenangan latte oke,positive
04/2024,"enak, aku lumayan sering beli, tapi enakan kopken, krna lebih rumput kopken wkwk",enak lumayan beli enakan kopi kenangan krna rumput kopi kenangan wkwk,positive
04/2024,ini sama matcha latte nya kopken enakan yg manaaaa?,matcha latte nya kopi kenangan enakan manaaaa,positive
04/2024,menurutku dua2nya enak dan dua2nya dominan ke arah manis padahal pesan yg normal tidak ada tambahan apa pun. Kalau cari rasa matchanya kuat bgt beli matchanya kopken.,menurutku dua2nya enak dua2nya dominan arah manis pesan normal tambahan cari matchanya kuat banget beli matchanya kopi kenangan,positive
04/2024,cari kopken di rest area tol trans jawa susah bener yaaak,cari kopi kenangan rest area tol trans jawa susah benar yaaak,negative
04/2024,"enakan ini apa matcha kopken? soalnya matcha kopken menurutku enak! creamy, wangi, pahit",enakan matcha kopi kenangan matcha kopi kenangan menurutku enak creamy wangi pahit,positive
04/2024,pointttttt tapi kopken lebih endull,pointttttt kopi kenangan endull,negative
04/2024,"Tidak nder, karna rame puol selalu. Aku kalo me time suka ke kopken",ramai puol me time suka kopi kenangan,positive
04/2024,Kopken. Soalnya sepii,kopi kenangan sepii,negative
04/2024,"Jeruk, pisang, air putih Kdg bawa cracker oatmeal Kdg beli kopi/teh di kopken/point",jeruk pisang air putih kdg bawa cracker oatmeal kdg beli kopiteh kopkenpoint,positive
04/2024,"kalo lagi punya duit fore, kalo lagi kismin kopken",duit fore kismin kopi kenangan,neutral
04/2024,"Iya emang enak, yang kopken aku kurang suka, paling suka fore sbux sm indomaret point",iya enak kopi kenangan suka suka fore starbucks indomaret point coffee,positive
04/2024,matcha fore tomoro sama point emang enakkkkkk paling skip kopken,matcha fore tomoro point coffee enakkkkkk skip kopi kenangan,positive
04/2024,"Ga enak..... terlalu creamy..... Ak prefer kopken, atau tomoro sih....",enak creamy prefer kopi kenangan tomoro sih,positive
04/2024,"kayanya kalo yg suka matcha masih berasa pahitnya bakalan pilih kopken sih, krna mostly yg dibilang orang2 enak tuh lebih berasa creamynya dari pada matchanya buat gw pribadi sih kopken the best lah, krna gw lebih suka matcha yg berasa pahitnya",kayaknya suka matcha berasa pahitnya pilih kopi kenangan sih krna mostly dibilang orang2 enak tuh berasa creamynya matchanya pribadi sih kopi kenangan best krna suka matcha berasa pahitnya,positive
04/2024,"Matcha kopken emang enakkk, apalagi less sugar",matcha kopi kenangan enakkk gula,positive
04/2024,"Lebih enak matchanya kopken, klo fore terlalu creamy menurutkuu hampir gada hint pahitnya sedikitpun kecuali half sugar.",enak matchanya kopi kenangan fore creamy menurutkuu hampir gada hint pahitnya sedikitpun half gula,positive
04/2024,kopken matcha yg mana ?? aku pernah coba fore blm kopken soalnyaaa,kopi kenangan matcha coba fore kopi kenangan soalnyaaa,neutral
04/2024,"plisss enakan matcha kopkennn, dia ada pait²nya gituu kalo fore lebih berasa creamy menurutkuuu",plisss enakan matcha kopkennn paitnya gituu fore berasa creamy menurutkuuu,positive
04/2024,"makasih makasih aku sering lewat kopken mau kapan kapan coba,l",terima kasih terima kasih kopi kenangan cobal,positive
04/2024,setujuuu. matcha kopken dr semua matcha yg pernah kucoba memang paling mantapp,setujuuu matcha kopi kenangan dr matcha kucoba memang mantapp,positive
04/2024,Kopken si no sugar aja udh pas bgt. klo matcha fore kemanisan,kopi kenangan si gula udah pas banget matcha fore kemanisan,positive
04/2024,"Tomoro masih kureng sih kataku matchanya, enakan Couvee, berasa kuat gitu. Kalo kopi lebih suka kopken.",tomoro kureng sih kataku matchanya enakan couvee berasa kuat kopi suka kopi kenangan,positive
04/2024,kopken apa ya,kopi kenangan,neutral
04/2024,kopken apa kak dan beli dmna ya,kopi kenangan kak beli dmna,neutral
04/2024,"Setujuuuu, matcha kopken terbaikkk",setujuuuu matcha kopi kenangan terbaikkk,positive
04/2024,"Feel matcha justru menurut gue kurang :((( Apalagi mille crepenya 3/10 dari gw, adonannya ketebelan, creamnya (kalo ga salah) ga terlalu matcha, matchanya cuma kerasa dari bubuk di atas. Itupun yg pahit Minumannya was okay, 6/10. Masih enakan kopken",feel matcha mille crepenya 310 adonannya ketebelan creamnya salah matcha matchanya kerasa bubuk itupun pahit minumannya was okay 610 enakan kopi kenangan,positive
04/2024,"Fore ga enak matcha nya , enak kopkenn yakinn",fore enak matcha nya enak kopkenn yakinn,positive
04/2024,Matcha kopken paitt??? Kagak salah ini? Gua setiap beli manis bgt itu matcha ya allah. Tidak like it buat gua pribadi.,matcha kopi kenangan paitt salah beli manis banget matcha allah like it pribadi,negative
04/2024,"Kak, next harus coba matcha kopken less sugar, susu nya ganti oat milk, kalo ga suka oat milk pake fresh milk juga gapapa, ENAKK BANGETT",kak coba matcha kopi kenangan gula susu nya ganti oat milk suka oat milk pakai fresh milk gapapa enakk bangett,positive
04/2024,"kalo matcha fore tenggorokan aku gatel creamy bgt sama aneh aja untuk aku pribadi masih kopken sih waktu itu beli matcha di fore sama kakak trus kakak nyeletuk "" inimah chocolatos matcha di uhtin juga bisa""",matcha fore tenggorokan gatel creamy banget aneh pribadi kopi kenangan sih beli matcha fore kakak kakak nyeletuk inimah chocolatos matcha uhtin,negative
04/2024,Riil matcha kopken tu enak asli pahitnya ada bgt,riil matcha kopi kenangan tu enak asli pahitnya banget,positive
04/2024,"iyaah kannn fore agak zonk menurut gw xxi sama kopken gw blm coba sihh, lets try semoga cocok. soalnya point matchanya ga masuk di lidah gw",iyaah kannn fore agak bodoh xxi kopi kenangan coba sihh lets try semoga cocok point coffee matchanya masuk lidah,negative
04/2024,"bukan pait kak, tapi masih berasa paitnya, gw kasih tips kalo beli matcha kopken, pilihnya menu oatside matcha latte, no sugar, itu the best",pait kak berasa paitnya kasih tips beli matcha kopi kenangan pilihnya menu oatside matcha latte gula best,positive
04/2024,"oh iya menu yg sering gw beli di kopken tuh oatside matcha latte no sugar ya, itu the best sih masih bisa menikmati pahit matchanya, tapi manisnya jg balance",iya menu beli kopi kenangan tuh oatside matcha latte gula best sih menikmati pahit matchanya manisnya balance,positive
04/2024,enakan matcha nya kopken,enakan matcha nya kopi kenangan,neutral
04/2024,"Bener bgt ini, nyobain fore enak tp fore lebih creamy susu, matcha kopken masih berasa pait matcha nya lovvv. Kalo aku pesennya yg oatside matcha latte no sugar less ice",benar banget nyobain fore enak fore creamy susu matcha kopi kenangan berasa pait matcha nya lovvv pesennya oatside matcha latte gula ice,positive
04/2024,Less sugar atau no sugarr kakk karna itu kopken no sugar aja udah manisss matcha nyaaa,gula sugarr kakk kopi kenangan gula manisss matcha nyaaa,positive
04/2024,"Benerrr fore enak tp susu bangett, kopken the besttt",benerrr fore enak susu bangett kopi kenangan besttt,positive
04/2024,Kok aku tiap beli kopken ga berasa pahitnya sih Padahal tiap beli kopken selalu non sugar,beli kopi kenangan berasa pahitnya sih beli kopi kenangan non gula,negative
04/2024,Jujur buat matcha kopken kayanya emang mais bgt ya allah,jujur matcha kopi kenangan kayaknya mais banget allah,positive
04/2024,"Kopken lebih enak drpd ini menurut ku karena kopken masih ada pait2 matcha nya (the best aku oatside matcha latte no sugar less ice. Harus less sugar / no sugar ya kalo ga maniss). Kalo fore itu enak sih, tp lebih berasa creamy susunya, matcha nya ga berasa, jd kaya minum susu",kopi kenangan enak ku kopi kenangan pait2 matcha nya best oatside matcha latte gula ice gula gula maniss fore enak sih berasa creamy susunya matcha nya berasa kaya minum susu,positive
04/2024,lebih suka kopken,suka kopi kenangan,positive
04/2024,"hihii sama kak, aku pertama beli jg kurang cocok krna kemanisan, tp pas udah nemu menu yg pas malah jatuh cinta banget sama matcha kopken",hihii kak beli cocok krna kemanisan pas nemu menu pas jatuh cinta banget matcha kopi kenangan,positive
04/2024,YAKANN sama lagii kopinya malah skrg kopken gaenak (yg di gedung kantor aku),yakann lagii kopinya kopi kenangan gaenak gedung kantor,negative
04/2024,Tim kopken karna pekat matchanya agak pait2 gtu,tim kopi kenangan pekat matchanya agak pait2 gtu,positive
04/2024,"Se7, so far nyobain matcha paling enak versi affordable nya kopken karna brasa matchanya kalo versi mahal mya arabica% sama chavaty",setuju so far nyobain matcha enak versi affordable nya kopi kenangan brasa matchanya versi mahal mya arabica chavaty,positive
04/2024,MATCHA DI KOPKEN ENAK TAU COBAIN DEH TP ENANG RADA MANIS CUMA MASI KERASA KOK,matcha kopi kenangan enak cobain deh enang rada manis masi kerasa,positive
04/2024,Yes setuju :( lebih enak kopken dr ini.,yes setuju enak kopi kenangan dr,positive
04/2024,Blm coba fore tp matcha nya kopken enak klo less sugar,coba fore matcha nya kopi kenangan enak gula,positive
04/2024,Cobain matcha kopken deh,cobain matcha kopi kenangan deh,neutral
04/2024,Gaenak ini susu doanf rasanya. Masih mending kopken,gaenak susu doanf kopi kenangan,negative
04/2024,"Kata ak matcha kopken enak kok ka, biasanya ak pesen less sugar",matcha kopi kenangan enak kakak pesen gula,positive
04/2024,Setujuu bgtt nderr. Oh iya matcha nya tomoro strong bgt sh melebihi matcha kopken. Agaknya kl yg ga gtu suka matcha bakal ga suka deh wkwk,setujuu bgtt nderr iya matcha nya tomoro strong banget sh melebihi matcha kopi kenangan gtu suka matcha suka deh wkwk,positive
04/2024,"Enakkan matcha sbux, tapi boikot jadi ganti kopken aja",enakkan matcha starbucks boikot ganti kopi kenangan,negative
04/2024,Matcha kopken no sugar hot beh mantap sekaliiiii,matcha kopi kenangan gula hot beh mantap sekaliiiii,positive
04/2024,"benerrrr!! matchanya kopken enakk apalagi kalo less sugar, dia jg masih berasa tekstur bubuk matchanyaa gak sih???",benerrrr matchanya kopi kenangan enakk gula berasa tekstur bubuk matchanyaa gak sih,positive
04/2024,"belum nyoba fore tp lawson enakkk, dan baru penasaran sama kopken siii",nyoba fore lawson enakkk penasaran kopi kenangan siii,positive
04/2024,"jujur iya minusnya point tuh creamy bgt, kalo km suka yg agak pait cbain kopken kak",jujur iya minusnya point coffee tuh creamy banget suka agak pait cbain kopi kenangan kak,positive
04/2024,pls nder dri kmrin gw ngidam greentea kopken tp blom kesampaian dan tbtb lewat tl apa g nangis gw,pls kmrin ngidam greentea kopi kenangan blom kesampaian tbtb tl menangis,negative
04/2024,"point zonk kak matchanya, kopken sama tomoro menurutku enakan tomoro matcha",point coffee bodoh kak matchanya kopi kenangan tomoro menurutku enakan tomoro matcha,positive
04/2024,"ihiii ternyata tuku jugaa yaa, kukira kopken doanggg.l",ihiii tuku jugaa yaa kukira kopi kenangan doangggl,positive
04/2024,jd pengen kopken juga,pengen kopi kenangan,negative
04/2024,Eh kopken bisa kak? Tumbler nya harus tumbler kopken apa bebas kak?,eh kopi kenangan kak tumbler nya tumbler kopi kenangan bebas kak,neutral
04/2024,kopken eceran kahh? ku beli trkhir mke tumblr disc doang 2k apa brp ya,kopi kenangan eceran kahh ku beli trkhir mke tumblr diskon doang 2k,neutral
04/2024,td juga abis minum matcha latte kopken akkkkk fav bgt,habis minum matcha latte kopi kenangan akkkkk favorit banget,positive
04/2024,kalo menurutku sih enakeun kopken sama tomoro,menurutku sih enakeun kopi kenangan tomoro,positive
04/2024,Sejauh ini sih kopken sama tomoro. Ford juga enak,sih kopi kenangan tomoro ford enak,positive
04/2024,Kopken atau point,kopi kenangan point coffee,neutral
04/2024,"Kopken buat size, tomoro buat rasa yg ajaib2",kopi kenangan size tomoro ajaib2,neutral
04/2024,selalu kopi kenangan oatside less sugar,kopi kenangan oatside gula,positive
04/2024,"Ini nder, kopi kenangan hehe di belikan teman",kopi kenangan he belikan teman,positive
04/2024,kopken dan janjiwww!!!,kopi kenangan janji,positive
04/2024,Kl aku sih tomoro. Janjiw blm pernah coba. Point sm kopken gatau knp tdk begitu cocok di aku,sih tomoro janjiw coba point coffee kopi kenangan gatau cocok,negative
04/2024,"KopKen Mantan emang enak, tp ati-atiiiii nder, jangan terlalu banyak minum kopi kalau punya asam lambuuung :'(",kopi kenangan enak atiatiiiii minum kopi asam lambuuung,positive
04/2024,SAMAA aku suka bgt sm kopken mantan,samaa suka banget kopi kenangan,positive
04/2024,Underated tp thai tea kopken lebih enak drpd dumdum,underated thai tea kopi kenangan enak dumdum,positive
04/2024,"Ih kok aku nyoba beli ini kurang enak ya, warnanya juga ga sepekat ini.. apa tiap barista beda2 bikinannya kalo kopken udah paling bener matcha latte sama kenangan mantan aja",ih nyoba beli enak warnanya sepekat barista beda2 bikinannya kopi kenangan benar matcha latte kenangan,negative
04/2024,"Bener ko, racikan tiap barista beda2. Aku sering beli kopken beda cabang, buat si thai tea ini emg brubah2, kdg dpt yg enak, kdg dpt yg keenceran dan ttp kemanisan, explore trus aja kopken di kotamu",benar ko racikan barista beda2 beli kopi kenangan beda cabang si thai tea memang brubah2 kdg enak kdg keenceran kemanisan explore kopi kenangan kotamu,positive
04/2024,Adih nyesel banget gue kagak mampir kopken td,adih nyesel banget mampir kopi kenangan,negative
04/2024,Kopken emg ga ada yg ga enak,kopi kenangan memang enak,positive
04/2024,GEDE BANGET. tp aku kurang suka thai tea nya kopken. coba punya jco deh enak,gede banget suka thai tea nya kopi kenangan coba jco deh enak,positive
04/2024,"Blm pernah coba, pengen nyoba deh kapan2 kalo ke kopken lg",coba pengen nyoba deh kapan2 kopi kenangan,positive
04/2024,"Emang enaaaakkk aku kalo ke kopken selain kopi mantan, thaitea sm kopi teh",enaaaakkk kopi kenangan kopi thaitea kopi kakak perempuan,positive
04/2024,Kopken emang enak sih kalo sama aku pas semua menunya,kopi kenangan enak sih pas menunya,positive
04/2024,"Minus nya kopken emang ini sih, rasa tiap store suka beda",minus nya kopi kenangan sih store suka beda,positive
04/2024,btul emg enak bget Thai tea kopken,btul memang enak bget thai tea kopi kenangan,positive
04/2024,EMANG ENAKK BGTTT THAI TEA DAN THAI GREEN TEANYA KOPKEN TUHH,enakk bgttt thai tea thai green teanya kopi kenangan tuhh,positive
04/2024,coba app kopken nyaa,coba app kopi kenangan nyaa,neutral
04/2024,Aku kemarin beli thai te nya kopken no sugar malah. Enak aja kok. Gak hambar,beli thai te nya kopi kenangan gula enak gak hambar,positive
04/2024,@makanajaenak demi apa ada thaitea cuyyyy dahal di kopken gada su,thaitea cuyyyy dahal kopi kenangan gada su,positive
04/2024,sebelum baca kopken aku kira ini jamu kunyit,baca kopi kenangan kira jamu kunyit,neutral
04/2024,Okeee kapan2 aku harus coba thai tea-nya. Beberapa kali beli milk tea kopken gak ada yg enak,okeee kapan2 coba thai teanya beli milk tea kopi kenangan gak enak,positive
