Date,Text,Text Normalization,Label_Bert
04/2024,"Kalo kopi keren begini, fore ama kenangan sih wkwk. Terbaik",kopi keren fore kenangan sih wkwk terbaik,positive
04/2024,Fore apalagi pake promo,fore pakai promo,negative
04/2024,"tuku, fore dan point!!!",tuku fore point coffee,positive
04/2024,seperdua sama fore,seperdua fore,neutral
04/2024,"Point, fore, tuku",point coffee fore tuku,neutral
04/2024,"janjiw sm kopken sih, sama mau nyoba fore karna katanya enak(?)",janjiw kopi kenangan sih nyoba fore enak,positive
04/2024,fore tukuuu,fore tukuuu,positive
04/2024,"Point coffe, tuku, fore.",point coffee coffe tuku fore,positive
04/2024,"Aku suka fore, apalagi yg pandan.",suka fore pandan,positive
04/2024,"Tuku, point, kedai kopi, fore, %",tuku point coffee kedai kopi fore,positive
04/2024,"Aku suka bgt fore, semua menu nya sedapp",suka banget fore menu nya sedapp,positive
04/2024,"Fore, tuku, point coffee",fore tuku point coffee coffee,positive
04/2024,Fore dan tuku,fore tuku,positive
04/2024,tuku fore tomoro,tuku fore tomoro,positive
04/2024,"fore, janji, kopken, tuku , famicafe bestt sii",fore janji kopi kenangan tuku famicafe bestt sii,positive
04/2024,Hidup fore,fore,positive
04/2024,"tuku, kenangan, fore",tuku kenangan fore,neutral
04/2024,fore butterscotch enak bgt,fore butterscotch enak banget,positive
04/2024,Makmur jaya tapi kalau yg disini fore sama kopken,makmur jaya disini fore kopi kenangan,positive
04/2024,Fore! Dengan senang hati kalo disuruh ngabisin tiap hari 3 cup mauuu,fore senang hati disuruh ngabisin 3 cup mauuu,positive
04/2024,tuku fore Tomoro point,tuku fore tomoro point coffee,neutral
04/2024,Buatku fore & tomoro dari segi harga & rasa... tuku blm pernah coba.,buatku fore tomoro segi harga tuku coba,positive
04/2024,versi murah bgt: famima versi murah aja: tuku versi mahal dikit: fore sama arabica ntap bet,versi murah banget famima versi murah tuku versi mahal dikit fore arabica ntap banget,positive
04/2024,"Tuku, point coffee, dan foree",tuku point coffee coffee foree,positive
04/2024,"Tuku, fore, point, tomoro. Dulu janjiw sempet masuk listku tp skrg udh engga",tuku fore point coffee tomoro janjiw masuk listku udah engga,negative
04/2024,tuku fore udh paling the best,tuku fore udah best,positive
04/2024,masih fore dan tuku,fore tuku,positive
04/2024,"Tuku, kopken, fore enak, kalo arabica kata aku kureng apa aku pesennya salah kali ya karena minta yg light coffeenya jadi kaya minum air biasa, mana harganya mehong",tuku kopi kenangan fore enak arabica kureng pesennya salah iya terang coffeenya kaya minum air harganya mehong,positive
04/2024,kopken fore tuku famima point enak semua…,kopi kenangan fore tuku famima point coffee enak,positive
04/2024,Tuku dan fore,tuku fore,positive
04/2024,tuku sama fore sih best,tuku fore sih best,positive
04/2024,"Fore, kalo point sama kopken gw pesen nonkopi nya terus hehe",fore point coffee kopi kenangan pesen nonkopi nya he,negative
04/2024,"Tuku, fore. Kalau di bdg ada bawa, bagi sama makmur jaya.",tuku fore bandung bawa makmur jaya,positive
04/2024,"Fore, tuku, ksk",fore tuku ksk,neutral
04/2024,"Fore, kopken, janjiw. Sisanya belum nyoba",fore kopi kenangan janjiw sisanya nyoba,negative
04/2024,"Point coffee, fore, tuku",point coffee coffee fore tuku,positive
04/2024,"Ga minum kopi, tapi pernah icip fore sih enak",minum kopi icip fore sih enak,positive
04/2024,"fore, famima, tuku",fore famima tuku,neutral
04/2024,"Menurut gue yg gabisa minum kopi sih fore paling enak, point coffee jg tapi harus yg decaf dan gapake gula. Sisanya yg lain2 gue gabisa minum",gabisa minum kopi sih fore enak point coffee coffee decaf gapake gula sisanya lain2 gabisa minum,positive
04/2024,"Tuku, Family Mart, Fore, Arabica, sisanya so so aza sih.. coba ada Arah juga huehee",tuku family mart fore arabica sisanya so so aza sih coba arah huehee,positive
04/2024,Tuku kenangan fore calf tomoro,tuku kenangan fore calf tomoro,positive
04/2024,Tuku and Fore,tuku and fore,positive
04/2024,Fore paling cocok di mulut dan di lambung,fore cocok mulut lambung,positive
04/2024,foreeee!! walaupun sbnrnya kopi nya gak se strong itu rasanya tp gw minum fore aja udh mual trs njir tp enakkk,foreeee sbnrnya kopi nya gak strong minum fore udah mual njir enakkk,positive
04/2024,Fore sih yg coco di aku. Yg lainnya kdg bikin degdegan kl abis minum nya,fore sih coco kdg bikin degdegan habis minum nya,positive
04/2024,fore tp mahal,fore mahal,negative
04/2024,"ksk, fore sma tuku",ksk fore tuku,neutral
04/2024,"tuku, fore, familymart, kopi kenangan, point",tuku fore familymart kopi kenangan point coffee,positive
04/2024,Tuku &amp; fore,tuku amp fore,negative
04/2024,"fore, kalo low budget ya tuku",fore budget iya tuku,negative
04/2024,1. kopken 2. tuku 3. jago 4. fore 5. point,1 kopi kenangan 2 tuku 3 jago 4 fore 5 point coffee,positive
04/2024,Kopi susu keluarga family mart sama caramel praline macchiato fore,kopi susu keluarga family mart caramel praline macchiato fore,positive
04/2024,fore oke kalo lagi gamau kopi yang strongg,fore oke gamau kopi strongg,positive
04/2024,"Tuku, fore & kopi dibawah tangga",tuku fore kopi dibawah tangga,positive
04/2024,fore cintaku,fore cintaku,positive
04/2024,"tuku, fore, tomoro",tuku fore tomoro,neutral
04/2024,Fore sama tuku,fore tuku,positive
04/2024,Fore sama famima sih,fore famima sih,positive
04/2024,"Arabica, tuku, fore, point!!",arabica tuku fore point coffee,positive
04/2024,"Tuku konsisten enaknya Kenangan udah berkembang Point beli tiap senin doank Fore enak tapi masih ada yg lebih enak dan murah jadi sesekali aja belinya Nako makin mahal tp tempatnya oke buat nongki Arabica belum pernah nyoba :"") Sisanya udah gak pernah dibeli lg",tuku konsisten enaknya kenangan berkembang point coffee beli doank fore enak enak murah belinya nako mahal tempatnya oke nongki arabica nyoba sisanya gak dibeli,positive
04/2024,"fore, point coffee, tuku, kopken. btw yg persenan itu enak ga si?",fore point coffee coffee tuku kopi kenangan ngomong-ngomong persenan enak si,positive
04/2024,fore sih karena bisa membuat BAB ku jd lancar dan mata always on,fore sih membuat bab ku lancar mata always on,positive
04/2024,"Tuku, kenangan, fore",tuku kenangan fore,positive
04/2024,bagi aku ya arabica tuku fore janjiw,iya arabica tuku fore janjiw,neutral
04/2024,"tuku, fore deh",tuku fore deh,negative
04/2024,"Tuku, point, fore",tuku point coffee fore,negative
04/2024,Tuku n fore,tuku fore,positive
04/2024,tuku & fore,tuku fore,positive
04/2024,"Fore, tuku, arabica. Yang lumayan adalah point dan famima",fore tuku arabica lumayan point coffee famima,positive
04/2024,fore!!!! tapi aku belum nyoba tuku yaallah yaallah plis mau nyoba,fore nyoba tuku yaallah yaallah plis nyoba,negative
04/2024,"Kopken, famima, fore. Tuku enak jg sbnrnya tapi terlalu pait di mulut aku",kopi kenangan famima fore tuku enak sbnrnya pait mulut,positive
04/2024,Urutannya Fore Kopken Tomoro,urutannya fore kopi kenangan tomoro,neutral
04/2024,Fore walaupun gak nyoba semua wkwk,fore gak nyoba wkwk,negative
04/2024,"tuku, janjiw, fore, point",tuku janjiw fore point coffee,neutral
04/2024,"tuku, calf, fore, point, kopken, fami cafe janji jiwa sebetulnya masuk, cm doi beda outlet suka beda taste nya",tuku calf fore point coffee kopi kenangan fami cafe janji jiwa masuk cm doi beda outlet suka beda taste nya,positive
04/2024,1. tuku 2. fore 3. kenangan 4. point,1 tuku 2 fore 3 kenangan 4 point coffee,positive
04/2024,"fore sih, selain enak, suka bgt sama design cupnya",fore sih enak suka banget design cupnya,positive
04/2024,Fore ama janji jiwaaaa udah,fore janji jiwaaaa,negative
04/2024,gw sih tetap Fore for Ever yaa,sih fore for ever yaa,neutral
04/2024,"Tuku, calf, fore, kopken, FC, famima",tuku calf fore kopi kenangan fc famima,neutral
04/2024,"Baru nyoba calf dan langsung jatuh cinta. Next fore, tomoro/tuku/point. Kalo di kantor ada aguna (premiumnya di bawah tangga).",nyoba calf jatuh cinta fore tomorotukupoint kantor aguna premiumnya tangga,positive
04/2024,Fore jujur enak bangett,fore jujur enak bangett,positive
04/2024,juara 3 point coffe juara 2 fore juara 1 TUKU!!!,juara 3 point coffee coffe juara 2 fore juara 1 tuku,neutral
04/2024,kopken sm fore sihh,kopi kenangan fore sihh,positive
04/2024,Tomoro sm fore suka bgtttt,tomoro fore suka bgtttt,positive
04/2024,"blum cobain semua, cuma so far fore enak bgt",cobain so far fore enak banget,positive
04/2024,"fore, tuku, janjiw, point coffee",fore tuku janjiw point coffee coffee,neutral
04/2024,Kalo rasa perkopi kopiannya sih fore... enak bgt,perkopi kopiannya sih fore enak banget,positive
04/2024,"tuku, fore, kopi soe, janjiw, kopken, tomoro, point coffee kuloo gue lupaa rasanyaa, sangking di daerah gue udh gada/ada tpi gue ganoticee soalny yg di deket rumah udh tutup",tuku fore kopi soe janjiw kopi kenangan tomoro point coffee coffee kuloo lupaa rasanyaa sangking daerah udah gadaada ganoticee soalny deket rumah udah tutup,positive
04/2024,"sering nyobain pnya kaka w, yg enak fore ama point tp gue prefer point",nyobain pnya kakak enak fore point coffee prefer point coffee,positive
04/2024,"tuku, fore, point coffee (palm sugar yg botol), kopken, tomoro, kopi nako (daur baur)",tuku fore point coffee coffee palm gula botol kopi kenangan tomoro kopi nako daur baur,positive
04/2024,"tomoro, point, fore kopi paling enak banget menurut gue.",tomoro point coffee fore kopi enak banget,positive
04/2024,Fore buttercream latte Couvee caramel machiato Dah itu tok yg sering ku order,fore buttercream latte couvee caramel machiato deh tok ku order,neutral
04/2024,"Tuku, %, fami, fore, point, dibawah tangga ~",tuku fami fore point coffee dibawah tangga,neutral
04/2024,"tuku, fore, ayo dongg buka di jember ahh",tuku fore ayo dongg buka jember ahh,neutral
04/2024,"Fore dabest, tpi kok gada couvee nder",fore terbaik gada couvee,neutral
04/2024,"kopi dr els juara satu si, abis itu baru tuku sama fore",kopi dr els juara si habis tuku fore,positive
04/2024,fore tuku,fore tuku,positive
04/2024,"fore, point, kopken soalnya gada tuku dsni",fore point coffee kopi kenangan gada tuku dsni,neutral
04/2024,"kopken, point, fore oke bgt lah dari segi harga dan ampuh ngilangin ngantuk",kopi kenangan point coffee fore oke banget segi harga ampuh ngilangin ngantuk,positive
04/2024,"Walaupun hampir mati kalau minum kopi tapi tuku, fore dan point coffe",hampir mati minum kopi tuku fore point coffee coffe,positive
04/2024,"Tomoro, fore sih",tomoro fore sih,negative
04/2024,tuku fore point,tuku fore point coffee,neutral
04/2024,"udah pernah nyobain semua kecuali arabika, dan versi gue : tuku, fore, point",nyobain arabika versi tuku fore point coffee,positive
04/2024,"Tuku, fore, arah",tuku fore arah,neutral
04/2024,FORE ENAKKKK BGTT SEJAUH INII,fore enakkkk bgtt inii,negative
04/2024,"blm nyoba fore, mau nyoba nanti",nyoba fore nyoba,neutral
04/2024,"point, janji jiwa, fore",point coffee janji jiwa fore,negative
04/2024,"Tuku, filkop, tomoro, fore, famima, pointtt",tuku filkop tomoro fore famima pointtt,neutral
04/2024,"Fore, tuku, %. Kalo yang strong point coffee sama tomoro",fore tuku strong point coffee coffee tomoro,positive
04/2024,1. kopi kenangan 2. point 3. fore seneng sama 3 ini aja wkwk,1 kopi kenangan 2 point coffee 3 fore seneng 3 wkwk,positive
04/2024,"Kopken.. fore & fm, tapi sekarang udah gaboleh minum fm. Free palestine",kopi kenangan fore fm gaboleh minum fm free palestine,positive
04/2024,teruntuk fore toloooong bukalah di lombok,teruntuk fore toloooong bukalah lombok,neutral
04/2024,"Point, fore, kenangan, janjiw",point coffee fore kenangan janjiw,neutral
04/2024,"Ini dari semuanya baru beberapa yg dicobain, dan hasilnya tetap FORE",dicobain hasilnya fore,positive
04/2024,"Belum nyoba fore,ada yg bisa direkomendasikan? Sejauh ini kopken,tuku sama point enak",nyoba foreada direkomendasikan kopkentuku point coffee enak,positive
04/2024,1. arabica % 2. fore 3. tuku,1 arabica 2 fore 3 tuku,neutral
04/2024,"tuku, arabica, fore",tuku arabica fore,neutral
04/2024,point sama fore sih sejauh ini yang kusuka,point coffee fore sih kusuka,positive
04/2024,"tuku, fore, kopken, point",tuku fore kopi kenangan point coffee,neutral
04/2024,1. Fore 2. Point Coffe 3. Janjiw 4. Belikopi,1 fore 2 point coffee coffe 3 janjiw 4 belikopi,negative
04/2024,TOP 3 YAA FORE TOMORO TUKU,top 3 yaa fore tomoro tuku,neutral
04/2024,kalo taste >> price fore buttercream less sugar tuku caramel macchiato less sugar point caramel macchiato less sugar kopken double shaken tp ngeliat harga jelas point ehehe,taste price fore buttercream gula tuku caramel macchiato gula point coffee caramel macchiato gula kopi kenangan double shaken melihat harga point coffee ehehe,positive
04/2024,FORE TUKU DAN POINT CAFEEE,fore tuku point coffee cafeee,positive
04/2024,yaallah pen coba fore :(,yaallah pengen coba fore,negative
04/2024,FORE gila strong bgt,fore gila strong banget,positive
04/2024,1. FORE 2. FM 3. TUKU,1 fore 2 fm 3 tuku,negative
04/2024,"5 teratas: Tuku, Calf, Animo, Fore, Point. Arabica gak masuk list soalnya mahal",5 teratas tuku calf animo fore point coffee arabica gak masuk list mahal,negative
04/2024,"Tuku , fore, ksk , point coffe",tuku fore ksk point coffee coffe,neutral
04/2024,Kalo dari foto fore sih debest bgt tp semwa w suka,foto fore sih debest banget semwa suka,positive
04/2024,"Sebenernya kusuka kopken, tp akhir² ini klo minum itu jd deg²an + tremor.. jd fore/tuku",sebenernya kusuka kopi kenangan minum degan tremor foretuku,negative
04/2024,"fore, arabica, janji jiwa, pesenkopi (malang), nakoa (malang), tomoro. pasti pesen caffe late",fore arabica janji jiwa pesenkopi malang nakoa malang tomoro pesen caffe late,positive
04/2024,Fore dulu yg lain belom tau,fore,negative
04/2024,1. Fore. 2. Tomoro Coffee. 3. Point Coffee. 4. Tuku. 5. Janji Jiwa.,1 fore 2 tomoro coffee 3 point coffee coffee 4 tuku 5 janji jiwa,positive
04/2024,aku tetap fore,fore,positive
04/2024,"Fore, point, tuku",fore point coffee tuku,negative
04/2024,"Kalau aku sih, jatuh kepada fore.",sih jatuh fore,positive
04/2024,Aku tim Point sama Fore,tim point coffee fore,positive
04/2024,FOREEE UDA LAMA GA MINUM FORE,foreee uda minum fore,positive
04/2024,Sejauh yang pernah ku coba 1. Tuku 2. Fore 2 top teratas versi ku,ku coba 1 tuku 2 fore 2 top teratas versi ku,positive
04/2024,1. fore 2. tuku 3. kopisoe,1 fore 2 tuku 3 kopisoe,positive
04/2024,1. Tuku 2. Fore 3. Point,1 tuku 2 fore 3 point coffee,negative
04/2024,TUKU AMA FORE!!!,tuku fore,negative
04/2024,kalo gue si fore sama si kopi kenangan si,si fore si kopi kenangan si,positive
04/2024,Tuku sm fore,tuku fore,positive
04/2024,"Fore, janjiw. Sisanya belom coba wkwk",fore janjiw sisanya coba wkwk,negative
04/2024,saya suka fore,suka fore,positive
04/2024,"tuku, fore, fami, point",tuku fore fami point coffee,neutral
04/2024,kopi tukuu fore tomor,kopi tukuu fore tomor,positive
04/2024,"fore sih, arabica mahal betttt ga ramah dikantong",fore sih arabica mahal betttt ramah dikantong,negative
04/2024,"fore, point, tomoro, setjangkir doelo, hari hari ngopi",fore point coffee tomoro setjangkir doelo ngopi,neutral
04/2024,kalo ak saat ini sih Fore Butterscotch Sea Salt Latte dan Cold 'n Brew Selena,sih fore butterscotch sea salt latte cold brew selena,negative
04/2024,"yang belom pernah coba cuma arabica aja. plg suka famimart - kopken - point coffee - fore - tuku - kopinako - filkop - tomoro - kulo - janjiw - kopisoe tp sebenernya paling suka calf sih, sayang gak ada di foto wkwkwk",coba arabica suka famimart kopi kenangan point coffee coffee fore tuku kopinako filkop tomoro kulo janjiw kopisoe sebenernya suka calf sih sayang gak foto wkwkwk,positive
04/2024,fore tomoro sm tuku,fore tomoro tuku,positive
04/2024,tuku (kopi susu tetangga) fore (butterscotch sea salt latte) famima (kopi susu keluarga) kopken (kopi kenangan mantan) jago (lupa pokoknya yg aren),tuku kopi susu tetangga fore butterscotch sea salt latte famima kopi susu keluarga kopi kenangan kopi kenangan jago lupa pokoknya aren,positive
04/2024,"Fore,tuku",foretuku,negative
04/2024,yang paling deket di daerah aku sih fore yaa,deket daerah sih fore yaa,positive
04/2024,1. Tuku 2. Fore 3. Versi belasan ribu KSK Family mart,1 tuku 2 fore 3 versi belasan ksk family mart,neutral
04/2024,"apa ya bingung, sejauh ini -tuku -point coffe -fore -tomoro -kopken bingung ah",iya bingung tuku point coffee coffe fore tomoro kopi kenangan bingung ah,negative
